type	name	format	size	md5sum	path
file	ce75215d7dab7c3c3e68769efadd7b76.bam	BAM	99156395816	ce75215d7dab7c3c3e68769efadd7b76	ce75215d7dab7c3c3e68769efadd7b76.bam
