type	name	format	size	md5sum	path
file	0a0cf3ae527d5abc813d99b4ce6a9db2.bam	BAM	137888363265	0a0cf3ae527d5abc813d99b4ce6a9db2	0a0cf3ae527d5abc813d99b4ce6a9db2.bam
